frame,flow_left,flow_center,flow_right,delta_left,delta_center,delta_right,flow_std,left_count,center_count,right_count,brake_thres,dodge_thres,probe_req,fps,state,collided,obstacle,side_safe,pos_x,pos_y,pos_z,yaw,speed,time,features,simgetimage_s,decode_s,processing_s,loop_s
44,13.786,5.426,14.561,0.442,-1.422,0.712,112.958,37,12,98,13.89,4.96,0.00,6.56,none,0,0,0,6.83,0.00,0.01,-0.00,1.97,1751966752.65,147,0.098,0.021,0.033,0.152
45,14.135,4.253,15.389,0.349,-1.173,0.827,78.685,45,10,91,13.90,4.96,0.00,6.39,none,0,0,0,7.12,0.00,0.01,-0.00,1.97,1751966752.80,146,0.096,0.024,0.030,0.156
46,14.236,4.450,15.854,0.101,0.197,0.465,78.601,44,7,99,13.90,4.96,0.00,5.86,none,0,0,0,7.43,0.00,0.01,-0.00,1.97,1751966752.95,150,0.102,0.023,0.042,0.171
47,14.582,4.805,16.348,0.346,0.355,0.493,84.551,78,10,60,13.90,4.96,0.00,6.35,none,0,0,0,7.73,0.00,0.01,-0.00,1.98,1751966753.13,148,0.100,0.023,0.034,0.157
48,14.953,5.106,16.153,0.370,0.301,-0.194,91.973,72,8,67,13.90,4.96,0.00,5.98,none,0,0,0,8.04,0.00,0.01,-0.00,1.98,1751966753.28,147,0.104,0.026,0.036,0.167
49,14.834,5.744,15.313,-0.118,0.637,-0.840,86.767,61,11,76,13.90,4.96,0.00,6.78,none,0,0,0,8.32,0.00,0.01,-0.00,1.98,1751966753.45,148,0.093,0.021,0.031,0.148
50,14.483,5.410,14.347,-0.352,-0.333,-0.966,86.470,70,10,69,13.90,4.96,0.00,5.98,none,0,0,0,8.65,-0.00,0.01,-0.00,1.98,1751966753.60,149,0.108,0.023,0.033,0.167
51,14.517,4.868,14.826,0.034,-0.542,0.479,94.102,65,9,67,13.91,4.96,0.00,5.70,none,0,0,0,8.97,-0.00,0.01,-0.00,1.98,1751966753.76,141,0.106,0.025,0.036,0.175
52,14.774,5.034,15.013,0.257,0.166,0.187,89.688,69,8,71,13.91,4.96,0.00,6.40,none,0,0,0,9.27,-0.00,0.01,-0.00,1.98,1751966753.94,148,0.102,0.023,0.034,0.156
53,14.692,4.999,14.541,-0.082,-0.035,-0.473,67.201,71,7,71,13.91,4.97,0.00,6.34,none,0,0,0,9.57,-0.00,0.01,-0.00,1.98,1751966754.10,149,0.105,0.021,0.030,0.158
54,14.516,4.922,14.161,-0.175,-0.078,-0.379,73.254,73,10,64,13.91,4.97,0.00,6.65,none,0,0,0,9.86,-0.00,0.01,-0.00,1.98,1751966754.25,147,0.088,0.023,0.036,0.150
55,14.611,4.714,13.764,0.095,-0.208,-0.398,80.789,48,7,93,13.91,4.97,0.00,6.00,none,0,0,0,10.18,-0.00,0.01,-0.00,1.98,1751966754.40,148,0.113,0.021,0.029,0.167
56,15.031,5.055,13.696,0.421,0.341,-0.068,84.826,53,9,87,13.91,4.97,0.00,6.12,resume_reinforce,0,0,0,10.48,-0.00,0.01,-0.00,1.98,1751966754.57,149,0.100,0.022,0.036,0.163
57,15.219,5.199,13.775,0.188,0.144,0.080,83.293,43,11,95,13.91,4.97,0.00,6.12,none,0,0,0,10.79,-0.00,0.01,-0.00,1.98,1751966754.73,149,0.109,0.022,0.032,0.163
58,14.685,5.361,14.370,-0.534,0.162,0.595,75.543,47,8,95,13.91,4.97,0.00,6.03,none,0,0,0,11.10,-0.00,0.01,-0.00,1.98,1751966754.90,150,0.111,0.021,0.033,0.166
59,14.355,5.128,14.798,-0.331,-0.233,0.428,83.178,49,8,92,13.91,4.97,0.00,6.78,none,0,0,0,11.38,-0.00,0.01,-0.00,1.98,1751966755.06,149,0.085,0.023,0.037,0.147
60,14.102,5.269,14.955,-0.252,0.141,0.157,74.449,79,13,55,13.91,4.97,0.00,6.24,none,0,0,0,11.68,-0.00,0.01,-0.00,1.98,1751966755.21,147,0.098,0.023,0.032,0.160
61,14.228,5.570,14.214,0.126,0.301,-0.741,85.050,77,13,59,13.91,4.97,0.00,6.50,none,0,0,0,11.98,-0.00,0.01,-0.00,1.98,1751966755.37,149,0.100,0.023,0.031,0.154
62,14.119,5.783,13.836,-0.110,0.213,-0.377,75.228,63,12,75,13.91,4.97,0.00,6.13,none,0,0,0,12.30,-0.00,0.01,-0.00,1.98,1751966755.53,150,0.101,0.023,0.037,0.163
63,14.259,5.935,13.731,0.140,0.152,-0.106,86.047,77,8,65,13.91,4.97,0.00,6.28,none,0,0,0,12.54,-0.00,0.01,-0.00,1.98,1751966755.69,150,0.098,0.023,0.032,0.159
64,14.807,5.874,13.793,0.548,-0.061,0.062,105.312,78,14,53,13.91,4.97,0.00,6.38,none,0,0,0,12.83,-0.00,0.01,-0.00,1.98,1751966755.85,145,0.095,0.024,0.034,0.157
65,14.994,6.176,14.064,0.188,0.302,0.271,90.489,69,10,68,13.91,4.97,0.00,6.39,none,0,0,0,13.12,-0.00,0.01,-0.00,1.98,1751966756.00,147,0.098,0.024,0.033,0.156
66,15.178,6.190,14.123,0.183,0.015,0.060,89.733,80,10,59,13.91,4.97,0.00,6.24,none,0,0,0,13.42,-0.00,0.01,-0.00,1.98,1751966756.16,149,0.108,0.021,0.031,0.160
67,14.910,6.346,14.025,-0.268,0.156,-0.098,89.439,96,9,44,13.91,4.97,0.00,6.33,none,0,0,0,13.71,-0.00,0.01,-0.00,1.98,1751966756.32,149,0.087,0.026,0.036,0.158
68,15.111,6.390,13.862,0.201,0.043,-0.163,71.901,88,6,52,13.91,4.97,0.00,6.91,none,0,0,0,13.99,-0.00,0.01,-0.00,1.98,1751966756.48,146,0.101,0.022,0.029,0.145
69,15.305,6.592,13.860,0.194,0.203,-0.001,90.762,103,13,31,13.91,4.97,0.00,6.57,none,0,0,0,14.28,-0.00,0.01,-0.00,1.98,1751966756.62,147,0.086,0.023,0.037,0.152
70,15.122,6.541,13.841,-0.183,-0.051,-0.020,81.259,98,13,36,13.91,4.97,0.00,6.52,resume_reinforce,0,0,0,14.57,-0.00,0.01,-0.00,1.98,1751966756.78,147,0.092,0.023,0.034,0.153
71,15.040,6.137,14.505,-0.082,-0.404,0.664,79.179,53,29,65,13.91,4.97,0.00,5.64,none,0,0,0,14.90,-0.00,0.01,-0.00,1.98,1751966756.93,147,0.125,0.021,0.030,0.177
72,14.623,5.846,14.746,-0.418,-0.291,0.241,60.783,31,78,38,13.91,4.97,0.00,6.22,none,0,0,0,15.19,-0.00,0.01,-0.00,1.98,1751966757.11,147,0.097,0.026,0.031,0.161
73,14.358,5.599,15.261,-0.265,-0.248,0.515,64.949,24,93,31,13.91,4.97,0.00,6.00,none,0,0,0,15.50,-0.00,0.01,-0.00,1.98,1751966757.27,148,0.104,0.023,0.036,0.167
74,14.610,5.317,15.769,0.252,-0.282,0.508,48.233,7,137,5,13.91,4.97,0.00,5.86,none,0,0,1,15.81,-0.00,0.01,-0.00,1.98,1751966757.43,149,0.112,0.026,0.032,0.171
75,13.884,5.044,15.249,-0.726,-0.273,-0.521,16.136,2,146,2,13.91,4.97,0.00,6.50,none,0,0,1,16.10,-0.00,0.01,-0.00,1.98,1751966757.61,150,0.098,0.023,0.033,0.154
76,12.834,4.763,17.982,-1.051,-0.281,2.733,31.533,2,146,2,13.91,4.97,0.00,6.25,none,0,0,1,16.40,-0.00,0.01,-0.00,1.98,1751966757.76,150,0.099,0.025,0.028,0.160
77,12.139,4.391,17.042,-0.694,-0.372,-0.940,13.097,2,145,3,13.91,4.97,0.00,5.74,none,0,0,1,16.74,-0.00,0.01,-0.00,1.98,1751966757.92,150,0.115,0.021,0.036,0.174
78,11.747,4.302,16.254,-0.392,-0.090,-0.788,16.992,7,138,5,13.91,4.97,0.00,5.60,none,0,0,1,17.08,-0.00,0.01,-0.00,1.98,1751966758.09,150,0.121,0.024,0.033,0.179
79,11.201,4.118,15.676,-0.546,-0.184,-0.579,42.762,72,27,51,13.91,4.97,0.00,6.41,none,0,0,0,17.38,-0.00,0.01,-0.00,1.98,1751966758.27,150,0.096,0.024,0.033,0.156
80,10.873,3.894,15.321,-0.328,-0.224,-0.354,48.440,58,23,68,13.91,4.97,0.00,6.24,none,0,0,0,17.68,-0.00,0.01,-0.00,1.98,1751966758.43,149,0.100,0.025,0.033,0.160
81,10.272,4.083,14.789,-0.601,0.189,-0.533,50.132,57,27,65,13.91,4.97,0.00,5.95,none,0,0,0,18.00,-0.00,0.01,-0.00,1.98,1751966758.59,149,0.099,0.024,0.033,0.168
82,10.272,4.398,14.202,-0.000,0.315,-0.587,46.495,66,29,54,13.91,4.97,0.00,6.02,none,0,0,0,18.32,-0.00,0.01,-0.00,1.98,1751966758.76,149,0.113,0.025,0.034,0.166
83,9.971,4.884,13.503,-0.301,0.486,-0.700,52.000,64,30,54,13.91,4.97,0.00,5.91,resume_reinforce,0,0,1,18.64,-0.00,0.01,-0.00,1.98,1751966758.92,148,0.106,0.025,0.033,0.169
84,9.082,5.432,12.651,-0.889,0.548,-0.852,48.903,56,45,48,13.91,4.97,0.00,5.47,none,0,0,1,18.99,-0.00,0.01,-0.00,1.98,1751966759.09,149,0.110,0.033,0.035,0.183
85,9.639,6.164,12.811,0.558,0.733,0.160,65.329,56,43,51,13.91,4.97,0.00,5.69,none,0,0,1,19.32,-0.00,0.01,-0.00,1.98,1751966759.27,150,0.101,0.029,0.042,0.176
86,10.495,7.001,9.754,0.855,0.837,-3.057,64.409,57,43,48,13.91,4.97,0.00,6.01,none,0,0,1,19.63,-0.00,0.01,-0.00,1.98,1751966759.45,148,0.105,0.024,0.038,0.166
87,11.651,7.819,10.490,1.156,0.817,0.737,65.421,51,61,35,10.06,3.52,0.00,1.44,dodge_right,0,1,1,20.63,-0.00,-0.31,-0.00,1.02,1751966759.62,147,0.128,0.028,0.035,0.694
88,12.756,8.447,11.184,1.105,0.628,0.694,71.469,40,76,34,10.00,3.50,0.00,18.19,none,0,1,0,20.63,-0.00,-0.32,-0.00,1.00,1751966760.31,150,0.126,0.027,0.035,0.055
89,13.513,9.146,12.285,0.757,0.699,1.101,81.047,11,107,26,9.23,3.21,0.00,16.05,none,0,1,0,20.65,0.00,-0.36,-0.06,0.81,1751966760.37,144,0.101,0.026,0.039,0.062
90,13.775,9.826,12.744,0.262,0.680,0.459,64.379,30,93,20,6.96,2.36,0.00,9.73,none,0,1,0,20.69,0.00,-0.41,-0.47,0.24,1751966760.43,143,0.111,0.027,0.037,0.103
91,14.109,10.657,13.898,0.334,0.830,1.153,82.789,35,87,21,6.83,2.31,0.00,5.75,none,0,1,0,20.71,0.02,-0.42,-0.79,0.21,1751966760.53,143,0.110,0.027,0.031,0.174
92,14.682,11.686,14.481,0.572,1.029,0.584,100.710,41,82,25,7.35,2.51,0.00,5.79,none,0,1,0,20.72,0.07,-0.42,-0.93,0.34,1751966760.71,148,0.106,0.029,0.037,0.173
93,15.317,12.292,15.262,0.636,0.607,0.780,85.074,45,74,27,7.81,2.68,0.00,6.50,none,0,1,0,20.73,0.12,-0.42,-0.98,0.45,1751966760.88,146,0.092,0.025,0.036,0.154
94,15.449,12.944,15.839,0.131,0.652,0.577,74.959,56,60,29,8.24,2.84,0.00,5.84,none,0,1,0,20.73,0.21,-0.41,-1.00,0.56,1751966761.03,145,0.112,0.024,0.031,0.171
95,15.195,13.509,16.186,-0.254,0.564,0.347,89.855,58,58,30,8.59,2.97,0.00,5.90,none,0,1,0,20.73,0.30,-0.41,-1.00,0.65,1751966761.20,146,0.101,0.031,0.031,0.170
96,15.178,14.006,16.592,-0.017,0.498,0.407,73.585,84,45,18,8.89,3.08,0.00,5.18,none,0,1,0,20.73,0.41,-0.41,-1.01,0.72,1751966761.37,147,0.131,0.024,0.035,0.193
97,14.902,14.761,16.926,-0.276,0.755,0.334,86.155,68,44,34,9.09,3.16,0.00,5.24,none,0,1,0,20.73,0.52,-0.41,-1.00,0.77,1751966761.57,146,0.130,0.026,0.032,0.191
98,14.262,15.683,16.574,-0.640,0.922,-0.352,72.714,36,36,76,9.27,3.23,0.00,5.67,none,0,1,0,20.73,0.65,-0.40,-1.00,0.82,1751966761.76,148,0.109,0.027,0.035,0.176
99,13.920,16.369,15.609,-0.342,0.686,-0.965,82.617,37,17,93,9.57,3.34,0.00,2.45,resume,0,0,0,20.73,0.96,-0.40,-1.00,0.89,1751966761.93,147,0.130,0.026,0.039,0.408
100,14.455,17.189,15.364,0.535,0.820,-0.245,73.469,22,20,107,9.57,3.34,0.00,18.82,brake,0,1,0,20.73,0.97,-0.40,-1.00,0.89,1751966762.34,149,0.127,0.024,0.034,0.053
101,15.040,17.187,14.234,0.586,-0.001,-1.130,68.711,15,18,116,8.90,3.09,0.00,3.31,resume,0,0,0,20.74,1.24,-0.38,-1.01,0.72,1751966762.39,149,0.115,0.027,0.032,0.302
102,15.138,16.719,14.101,0.097,-0.469,-0.133,68.053,8,96,45,8.86,3.07,0.00,17.70,brake,0,1,0,20.74,1.25,-0.38,-1.01,0.72,1751966762.70,149,0.115,0.026,0.030,0.057
103,15.893,16.309,13.580,0.756,-0.410,-0.521,58.927,6,107,37,7.27,2.48,0.00,1.70,dodge_right,0,1,0,20.76,1.55,-0.36,-0.95,0.32,1751966762.75,150,0.098,0.023,0.037,0.587
104,16.591,15.832,13.103,0.698,-0.477,-0.477,48.310,12,95,42,7.25,2.47,0.00,18.76,none,0,1,0,20.76,1.55,-0.36,-0.95,0.31,1751966763.34,149,0.105,0.025,0.033,0.053
105,16.168,14.791,12.133,-0.423,-1.040,-0.969,26.669,18,84,47,7.25,2.47,0.00,9.36,none,0,1,0,20.76,1.60,-0.35,-0.94,0.31,1751966763.39,149,0.102,0.025,0.030,0.107
106,15.491,14.065,11.908,-0.677,-0.727,-0.225,50.409,7,86,53,7.56,2.59,0.00,5.53,none,0,1,0,20.76,1.65,-0.35,-0.94,0.39,1751966763.50,146,0.113,0.027,0.034,0.181
107,14.994,12.910,11.309,-0.497,-1.155,-0.600,28.588,11,85,51,7.97,2.74,0.00,5.74,none,0,1,0,20.76,1.73,-0.35,-0.95,0.49,1751966763.68,147,0.100,0.028,0.045,0.174
108,14.288,11.432,10.905,-0.706,-1.478,-0.404,29.840,10,72,67,8.34,2.88,0.00,5.99,none,0,1,0,20.76,1.81,-0.35,-0.95,0.59,1751966763.86,149,0.110,0.026,0.032,0.167
109,13.808,10.123,10.622,-0.480,-1.309,-0.283,25.942,15,60,73,8.69,3.01,0.00,5.24,none,0,1,0,20.77,1.93,-0.35,-0.95,0.67,1751966764.02,148,0.126,0.027,0.034,0.191
110,13.037,8.948,10.331,-0.771,-1.175,-0.291,35.830,22,53,75,9.21,3.20,0.00,2.57,resume,0,0,0,20.77,2.19,-0.34,-0.95,0.80,1751966764.21,150,0.106,0.030,0.037,0.389
111,12.116,8.351,10.184,-0.920,-0.597,-0.147,38.410,19,44,84,9.22,3.21,0.00,18.54,none,0,0,0,20.77,2.20,-0.34,-0.95,0.80,1751966764.60,147,0.111,0.026,0.040,0.054
112,11.507,7.888,9.830,-0.610,-0.464,-0.354,40.379,10,44,94,9.79,3.42,0.00,10.31,none,0,0,0,20.78,2.31,-0.31,-0.75,0.95,1751966764.66,148,0.122,0.025,0.040,0.097
113,11.058,8.235,9.909,-0.449,0.347,0.079,89.337,6,51,89,9.67,3.38,0.00,5.76,none,0,0,0,20.81,2.43,-0.22,-0.23,0.92,1751966764.75,146,0.103,0.026,0.039,0.173
114,10.264,8.415,9.959,-0.793,0.180,0.050,53.469,9,50,91,9.81,3.43,0.00,5.36,none,0,0,0,20.89,2.54,-0.14,0.10,0.95,1751966764.93,150,0.112,0.030,0.041,0.187
115,11.268,8.921,10.355,1.004,0.506,0.396,33.720,2,60,87,10.25,3.59,0.00,5.97,brake,0,1,0,21.01,2.63,-0.09,0.15,1.06,1751966765.11,149,0.098,0.023,0.039,0.168
116,12.398,8.827,9.485,1.130,-0.095,-0.870,24.704,3,63,83,8.89,3.09,0.00,2.47,resume,0,0,1,21.35,2.76,-0.06,-0.62,0.72,1751966765.28,149,0.134,0.025,0.030,0.405
117,14.117,8.969,9.688,1.719,0.142,0.202,68.207,2,61,83,8.82,3.06,0.00,15.25,brake,0,1,0,21.36,2.77,-0.06,-0.61,0.70,1751966765.69,146,0.130,0.025,0.032,0.066
118,15.349,9.207,10.027,1.232,0.239,0.339,31.490,1,68,79,8.28,2.86,0.00,11.08,none,0,1,0,21.44,2.80,-0.06,-0.58,0.57,1751966765.75,148,0.118,0.026,0.036,0.090
119,15.615,9.018,9.928,0.266,-0.189,-0.099,21.631,4,80,63,7.42,2.53,0.00,5.20,none,0,1,0,21.51,2.83,-0.07,-0.57,0.35,1751966765.84,147,0.127,0.027,0.036,0.192
120,16.002,8.760,9.424,0.387,-0.258,-0.503,18.008,4,91,55,6.43,2.16,0.00,1.48,dodge_right,0,1,0,21.55,2.90,-0.06,-0.45,0.11,1751966766.03,150,0.106,0.027,0.035,0.675
121,15.543,8.588,9.121,-0.459,-0.172,-0.303,22.864,3,98,49,6.43,2.16,0.00,18.01,none,0,1,0,21.55,2.90,-0.06,-0.45,0.11,1751966766.71,150,0.106,0.028,0.034,0.056
122,15.368,8.755,9.260,-0.175,0.167,0.139,52.437,1,106,42,6.45,2.17,0.00,15.73,none,0,1,0,21.54,2.90,-0.06,-0.45,0.11,1751966766.76,149,0.093,0.031,0.041,0.064
123,13.770,7.982,8.670,-1.598,-0.773,-0.591,21.543,1,117,31,6.59,2.22,0.00,16.65,none,0,1,0,21.53,2.91,-0.06,-0.47,0.15,1751966766.83,149,0.101,0.024,0.040,0.060
124,13.545,7.730,8.836,-0.225,-0.252,0.166,52.112,1,113,35,7.05,2.39,0.00,5.79,none,0,1,0,21.52,2.94,-0.06,-0.49,0.26,1751966766.89,149,0.109,0.026,0.036,0.173
125,12.064,7.067,8.680,-1.481,-0.664,-0.156,22.193,2,96,52,7.88,2.70,0.00,2.53,resume,0,0,0,21.50,3.09,-0.06,-0.49,0.47,1751966767.06,150,0.108,0.025,0.036,0.395
126,10.521,6.650,8.995,-1.544,-0.416,0.315,28.383,3,94,53,7.88,2.70,0.00,15.44,none,0,0,0,21.50,3.09,-0.06,-0.49,0.47,1751966767.46,150,0.101,0.025,0.033,0.065
127,9.110,6.383,8.650,-1.410,-0.268,-0.345,28.680,2,81,66,7.85,2.70,0.00,11.51,none,0,0,0,21.49,3.13,-0.05,-0.33,0.46,1751966767.52,149,0.152,0.027,0.033,0.087
128,10.128,6.670,8.765,1.017,0.288,0.115,46.831,1,76,71,7.98,2.74,0.00,5.13,none,0,0,0,21.52,3.21,-0.02,-0.00,0.49,1751966767.61,148,0.128,0.030,0.037,0.195
129,11.473,7.227,9.166,1.346,0.557,0.402,51.689,1,80,63,8.71,3.02,0.00,5.92,brake,0,1,0,21.59,3.26,0.00,0.07,0.68,1751966767.80,144,0.099,0.027,0.038,0.169
130,11.015,7.404,9.084,-0.458,0.177,-0.083,26.106,2,77,68,8.33,2.87,0.00,2.58,resume,0,0,0,21.83,3.35,0.04,-0.38,0.58,1751966767.97,147,0.106,0.024,0.036,0.387
131,12.283,7.836,9.453,1.268,0.432,0.369,52.420,3,75,71,8.30,2.86,0.00,19.20,none,0,0,0,21.83,3.35,0.04,-0.38,0.58,1751966768.36,149,0.114,0.026,0.039,0.052
132,13.136,7.828,9.387,0.853,-0.008,-0.066,47.562,2,82,63,8.22,2.83,0.00,12.25,none,0,0,0,21.89,3.37,0.04,-0.14,0.56,1751966768.41,147,0.110,0.026,0.035,0.082
133,14.298,8.328,9.985,1.161,0.500,0.598,87.930,1,86,63,8.84,3.06,0.00,5.37,brake,0,1,0,22.00,3.40,0.05,0.05,0.71,1751966768.49,150,0.108,0.025,0.043,0.186
134,15.559,8.284,9.839,1.262,-0.045,-0.146,54.803,4,73,71,8.30,2.86,0.00,2.73,resume,0,0,0,22.25,3.43,0.08,-0.06,0.57,1751966768.68,148,0.097,0.024,0.032,0.366
135,16.520,8.917,9.986,0.960,0.633,0.147,70.440,8,76,64,8.27,2.85,0.00,17.73,brake,0,1,0,22.25,3.43,0.08,-0.06,0.56,1751966769.04,148,0.097,0.029,0.035,0.056
136,17.407,9.506,10.244,0.887,0.589,0.258,46.030,7,79,62,7.86,2.70,0.00,12.98,none,0,1,0,22.31,3.44,0.08,-0.05,0.46,1751966769.10,148,0.107,0.029,0.044,0.077
137,17.066,9.269,10.283,-0.341,-0.237,0.039,33.862,12,81,55,6.19,2.07,0.00,1.47,dodge_left,0,1,0,22.43,3.46,0.09,-0.02,0.05,1751966769.18,148,0.100,0.027,0.034,0.679
138,15.005,8.547,10.020,-2.061,-0.722,-0.263,23.907,16,84,50,6.20,2.07,0.00,18.93,none,0,1,0,22.43,3.46,0.09,-0.02,0.05,1751966769.86,150,0.120,0.027,0.033,0.053
139,13.185,8.114,9.572,-1.820,-0.433,-0.448,27.423,17,77,55,6.36,2.13,0.00,7.73,none,0,1,0,22.42,3.46,0.09,0.05,0.09,1751966769.91,149,0.111,0.024,0.038,0.129
140,13.381,8.337,10.115,0.196,0.223,0.543,41.374,18,77,54,6.89,2.33,0.00,5.74,none,0,1,0,22.41,3.44,0.08,0.10,0.22,1751966770.04,149,0.114,0.028,0.031,0.174
141,12.559,8.017,9.410,-0.822,-0.320,-0.706,17.592,14,85,51,7.48,2.56,0.00,5.18,none,0,1,0,22.40,3.38,0.08,0.11,0.37,1751966770.21,150,0.124,0.030,0.035,0.193
