frame,flow_left,flow_center,flow_right,delta_left,delta_center,delta_right,flow_std,left_count,center_count,right_count,brake_thres,dodge_thres,probe_req,fps,state,collided,obstacle,side_safe,pos_x,pos_y,pos_z,yaw,speed,time,features,simgetimage_s,decode_s,processing_s,loop_s
30,6.727,4.563,7.453,0.285,0.167,0.577,47.113,70,14,63,13.05,4.64,0.00,6.11,none,0,0,1,1.81,0.00,0.03,-0.00,1.76,1751996210.94,147,0.102,0.027,0.032,0.164
31,6.651,4.508,7.304,-0.076,-0.055,-0.148,33.214,78,3,65,13.26,4.72,0.00,5.09,none,0,0,1,2.15,0.00,0.04,-0.00,1.82,1751996211.10,146,0.136,0.026,0.031,0.197
32,7.058,5.387,7.707,0.407,0.879,0.402,27.449,76,2,72,13.37,4.76,0.00,6.47,resume_reinforce,0,0,1,2.43,0.00,0.04,-0.00,1.84,1751996211.30,150,0.093,0.025,0.028,0.155
33,6.951,6.531,7.647,-0.107,1.143,-0.059,31.164,71,2,77,13.19,4.69,0.00,6.14,none,0,0,1,2.72,0.00,0.03,-0.00,1.80,1751996211.45,150,0.103,0.029,0.033,0.163
34,7.614,7.065,8.147,0.663,0.534,0.499,28.637,79,1,70,13.21,4.70,0.00,5.59,none,0,0,1,3.02,0.00,0.02,-0.00,1.80,1751996211.61,150,0.119,0.025,0.030,0.179
35,8.002,7.562,8.540,0.388,0.497,0.394,36.605,78,1,68,13.30,4.74,0.00,6.46,none,0,0,1,3.29,0.00,0.02,-0.00,1.82,1751996211.79,147,0.094,0.027,0.028,0.155
36,8.208,8.489,8.621,0.205,0.927,0.081,46.121,77,1,72,13.39,4.77,0.00,6.62,none,0,0,1,3.55,0.00,0.02,-0.00,1.85,1751996211.95,150,0.104,0.022,0.028,0.151
37,8.367,9.879,8.718,0.160,1.391,0.097,52.319,71,2,77,13.48,4.80,0.00,6.93,none,0,0,1,3.80,0.00,0.02,-0.00,1.87,1751996212.10,150,0.084,0.026,0.026,0.144
38,8.500,9.902,8.801,0.133,0.023,0.083,41.716,74,4,72,13.56,4.84,0.00,5.93,none,0,0,1,4.11,0.00,0.02,-0.00,1.89,1751996212.24,150,0.106,0.030,0.029,0.169
39,8.776,9.411,8.925,0.276,-0.492,0.123,47.052,77,3,70,13.63,4.86,0.00,6.10,none,0,0,1,4.40,0.00,0.02,-0.00,1.91,1751996212.41,150,0.093,0.027,0.039,0.164
40,9.087,8.859,8.852,0.311,-0.552,-0.073,45.743,79,4,67,13.69,4.88,0.00,6.14,none,0,0,1,4.70,0.00,0.02,-0.00,1.92,1751996212.58,150,0.106,0.022,0.033,0.163
41,9.479,8.124,9.294,0.392,-0.735,0.442,65.080,72,4,72,13.73,4.90,0.00,6.35,none,0,0,1,4.99,0.00,0.02,-0.00,1.93,1751996212.74,148,0.100,0.027,0.031,0.157
42,10.089,7.053,10.132,0.610,-1.071,0.838,90.463,75,6,66,13.77,4.91,0.00,5.93,none,0,0,1,5.30,0.00,0.02,-0.00,1.94,1751996212.90,147,0.112,0.024,0.027,0.169
43,11.675,6.317,11.682,1.586,-0.736,1.550,158.358,55,42,53,13.80,4.92,0.00,6.49,none,0,0,1,5.58,0.00,0.02,-0.00,1.95,1751996213.06,150,0.096,0.021,0.031,0.154
44,11.855,6.528,12.205,0.180,0.211,0.523,79.884,55,31,64,13.82,4.93,0.00,7.08,none,0,0,1,5.85,-0.00,0.02,-0.00,1.95,1751996213.22,150,0.091,0.021,0.028,0.141
45,12.117,5.993,12.673,0.262,-0.536,0.468,89.609,53,8,88,13.84,4.94,0.00,6.37,none,0,0,1,6.13,-0.00,0.02,-0.00,1.96,1751996213.36,149,0.092,0.023,0.034,0.157
46,12.554,5.126,13.389,0.437,-0.867,0.716,81.461,55,9,85,13.85,4.94,0.00,6.06,resume_reinforce,0,0,1,6.44,-0.00,0.01,-0.00,1.96,1751996213.52,149,0.105,0.021,0.039,0.165
47,13.067,3.937,14.345,0.513,-1.189,0.956,99.084,54,12,83,13.86,4.95,0.00,6.34,none,0,0,0,6.73,-0.00,0.01,-0.00,1.97,1751996213.68,149,0.101,0.022,0.033,0.158
48,13.500,3.824,15.150,0.433,-0.114,0.805,96.082,43,9,97,13.87,4.95,0.00,6.68,none,0,0,0,7.01,-0.00,0.01,-0.00,1.97,1751996213.84,149,0.092,0.023,0.030,0.150
49,13.776,3.967,15.765,0.277,0.143,0.615,82.402,42,7,96,13.88,4.95,0.00,6.21,none,0,0,0,7.31,-0.00,0.01,-0.00,1.97,1751996213.99,145,0.098,0.026,0.035,0.161
50,14.033,4.227,16.445,0.257,0.260,0.680,89.310,68,8,68,13.88,4.96,0.00,6.79,none,0,0,0,7.58,-0.00,0.01,-0.00,1.97,1751996214.15,144,0.095,0.021,0.032,0.147
51,14.396,4.669,16.220,0.363,0.442,-0.224,95.144,85,9,56,13.89,4.96,0.00,6.74,none,0,0,0,7.86,-0.00,0.01,-0.00,1.97,1751996214.30,150,0.083,0.022,0.040,0.148
52,14.519,5.210,15.715,0.123,0.541,-0.506,86.787,62,10,74,13.89,4.96,0.00,6.61,none,0,0,0,8.15,-0.00,0.01,-0.00,1.97,1751996214.45,146,0.089,0.022,0.037,0.151
53,13.823,4.966,14.676,-0.696,-0.243,-1.038,103.728,67,11,71,13.90,4.96,0.00,5.97,none,0,0,0,8.47,-0.00,0.01,-0.00,1.97,1751996214.60,149,0.104,0.027,0.030,0.167
54,14.472,4.544,14.730,0.649,-0.422,0.054,121.577,74,9,65,13.90,4.96,0.00,6.46,none,0,0,0,8.76,-0.00,0.01,-0.00,1.97,1751996214.76,148,0.096,0.024,0.032,0.155
55,14.813,4.755,14.880,0.342,0.210,0.150,94.050,55,9,83,13.90,4.96,0.00,6.75,none,0,0,0,9.05,-0.00,0.01,-0.00,1.98,1751996214.92,147,0.095,0.024,0.025,0.148
56,15.122,4.666,14.715,0.309,-0.089,-0.165,104.195,67,7,74,13.90,4.96,0.00,6.80,none,0,0,0,9.32,-0.00,0.01,-0.00,1.98,1751996215.07,148,0.096,0.023,0.027,0.147
57,15.004,4.448,14.275,-0.118,-0.218,-0.440,85.037,73,8,66,13.90,4.96,0.00,6.63,none,0,0,0,9.60,-0.00,0.01,-0.00,1.98,1751996215.21,147,0.094,0.023,0.031,0.151
58,14.849,4.418,13.793,-0.155,-0.030,-0.482,59.715,65,7,73,13.90,4.96,0.00,5.69,none,0,0,0,9.94,-0.00,0.01,-0.00,1.98,1751996215.37,145,0.112,0.023,0.031,0.176
59,14.927,4.699,13.413,0.078,0.281,-0.380,66.348,50,8,90,13.91,4.96,0.00,5.99,none,0,0,0,10.27,-0.00,0.01,-0.00,1.98,1751996215.54,148,0.111,0.028,0.035,0.167
60,15.255,4.914,13.316,0.328,0.216,-0.097,97.138,56,8,79,13.91,4.96,0.00,6.67,resume_reinforce,0,0,0,10.55,-0.00,0.01,-0.00,1.98,1751996215.71,143,0.090,0.021,0.037,0.150
61,15.106,4.956,14.069,-0.149,0.042,0.754,106.431,37,8,102,13.91,4.97,0.00,6.57,none,0,0,0,10.83,-0.00,0.01,-0.00,1.98,1751996215.86,147,0.091,0.022,0.032,0.152
62,14.966,4.937,14.815,-0.140,-0.019,0.746,87.208,44,9,95,13.91,4.97,0.00,5.81,none,0,0,0,11.14,-0.00,0.01,-0.00,1.98,1751996216.01,148,0.119,0.024,0.030,0.172
63,14.572,4.594,15.269,-0.394,-0.343,0.454,81.914,44,6,100,13.91,4.97,0.00,6.14,none,0,0,0,11.45,-0.00,0.01,-0.00,1.98,1751996216.18,150,0.097,0.025,0.035,0.163
64,14.074,4.953,15.304,-0.497,0.360,0.036,84.936,74,16,58,13.91,4.97,0.00,6.74,none,0,0,0,11.73,-0.00,0.01,-0.00,1.98,1751996216.35,148,0.096,0.023,0.028,0.148
65,14.136,5.058,14.704,0.061,0.104,-0.601,87.932,76,11,59,13.91,4.97,0.00,6.35,none,0,0,0,12.03,-0.00,0.01,-0.00,1.98,1751996216.49,146,0.094,0.028,0.031,0.157
66,13.966,5.329,14.732,-0.170,0.271,0.029,92.736,62,9,75,13.91,4.97,0.00,6.39,none,0,0,0,12.33,-0.00,0.01,-0.00,1.98,1751996216.65,146,0.097,0.021,0.033,0.156
67,14.128,5.466,14.579,0.162,0.137,-0.154,88.385,79,8,62,13.91,4.97,0.00,6.83,none,0,0,0,12.60,-0.00,0.01,-0.00,1.98,1751996216.81,149,0.090,0.024,0.033,0.146
68,14.675,5.633,14.871,0.547,0.167,0.292,107.194,78,10,52,13.91,4.97,0.00,6.20,none,0,0,0,12.91,-0.00,0.01,-0.00,1.98,1751996216.95,140,0.102,0.023,0.035,0.161
69,14.910,5.921,15.405,0.235,0.289,0.533,93.184,77,12,55,13.91,4.97,0.00,6.94,none,0,0,0,13.17,-0.00,0.01,-0.00,1.98,1751996217.12,144,0.093,0.023,0.025,0.144
70,14.998,6.150,15.335,0.088,0.229,-0.069,108.547,90,10,49,13.91,4.97,0.00,6.18,none,0,0,0,13.46,-0.00,0.01,-0.00,1.98,1751996217.26,149,0.098,0.024,0.035,0.162
71,14.827,6.267,14.857,-0.172,0.117,-0.478,69.964,99,7,41,13.91,4.97,0.00,5.66,none,0,0,0,13.78,-0.00,0.01,-0.00,1.98,1751996217.42,147,0.109,0.025,0.038,0.177
72,14.742,6.393,14.560,-0.085,0.126,-0.297,62.931,98,8,44,13.91,4.97,0.00,5.72,none,0,0,0,14.12,-0.00,0.01,-0.00,1.98,1751996217.60,150,0.121,0.023,0.027,0.175
73,14.981,7.049,14.643,0.239,0.656,0.083,101.509,100,13,34,13.91,4.97,0.00,6.99,none,0,0,0,14.40,-0.00,0.01,-0.00,1.98,1751996217.77,147,0.087,0.026,0.028,0.143
74,14.871,6.501,14.651,-0.111,-0.548,0.007,67.224,71,26,53,13.91,4.97,0.00,5.98,resume_reinforce,0,0,0,14.71,-0.00,0.01,-0.00,1.98,1751996217.92,150,0.107,0.028,0.033,0.167
75,14.442,6.316,15.365,-0.429,-0.185,0.714,84.037,52,47,44,13.91,4.97,0.00,6.36,none,0,0,0,15.01,-0.00,0.01,-0.00,1.98,1751996218.08,143,0.098,0.027,0.031,0.157
76,14.120,6.044,15.689,-0.322,-0.271,0.324,57.237,31,83,32,13.91,4.97,0.00,5.69,none,0,0,0,15.33,-0.00,0.01,-0.00,1.98,1751996218.24,146,0.116,0.025,0.028,0.176
77,13.973,5.830,15.942,-0.147,-0.215,0.253,55.828,22,109,19,13.91,4.97,0.00,6.12,none,0,0,0,15.64,-0.00,0.01,-0.00,1.98,1751996218.42,150,0.092,0.026,0.038,0.163
78,13.930,5.580,15.786,-0.043,-0.250,-0.156,22.539,4,144,2,13.91,4.97,0.00,6.14,none,0,0,1,15.95,-0.00,0.01,-0.00,1.98,1751996218.58,150,0.111,0.023,0.031,0.163
79,12.339,5.142,15.021,-1.591,-0.437,-0.765,13.393,0,149,1,13.91,4.97,0.00,6.88,none,0,0,1,16.23,-0.00,0.01,-0.00,1.98,1751996218.74,150,0.089,0.023,0.034,0.145
80,11.270,4.674,15.083,-1.069,-0.468,0.062,33.957,3,143,4,13.91,4.97,0.00,6.14,none,0,0,1,16.55,-0.00,0.01,-0.00,1.98,1751996218.89,150,0.109,0.026,0.025,0.163
81,10.735,4.514,14.501,-0.535,-0.160,-0.582,14.247,4,143,3,13.91,4.97,0.00,5.16,none,0,0,1,16.92,-0.00,0.01,-0.00,1.98,1751996219.05,150,0.130,0.031,0.029,0.194
82,10.413,4.302,13.840,-0.321,-0.213,-0.661,46.071,48,54,41,13.91,4.97,0.00,6.26,none,0,0,1,17.20,-0.00,0.01,-0.00,1.98,1751996219.24,143,0.099,0.028,0.028,0.160
83,9.998,3.765,13.107,-0.415,-0.536,-0.733,46.665,63,29,57,13.91,4.97,0.00,6.03,none,0,0,1,17.51,-0.00,0.01,-0.00,1.98,1751996219.40,149,0.097,0.027,0.035,0.166
84,9.662,3.993,12.600,-0.336,0.228,-0.508,40.888,56,33,60,13.91,4.97,0.00,5.77,none,0,0,1,17.84,0.00,0.01,-0.00,1.98,1751996219.57,149,0.119,0.025,0.030,0.173
85,9.366,4.271,11.916,-0.295,0.278,-0.684,54.854,63,29,58,13.91,4.97,0.00,6.85,none,0,0,1,18.13,0.00,0.01,-0.00,1.98,1751996219.74,150,0.089,0.025,0.031,0.146
86,9.198,4.655,11.131,-0.168,0.384,-0.784,46.853,69,30,51,13.91,4.97,0.00,5.78,none,0,0,1,18.45,0.00,0.01,-0.00,1.98,1751996219.89,150,0.104,0.030,0.032,0.173
87,8.881,5.186,10.632,-0.317,0.531,-0.499,53.267,60,42,48,13.91,4.97,0.00,6.32,none,0,0,1,18.74,0.00,0.01,-0.00,1.98,1751996220.06,150,0.106,0.024,0.027,0.158
88,8.340,5.799,10.223,-0.542,0.613,-0.409,59.002,56,47,41,13.91,4.97,0.00,6.34,resume_reinforce,0,0,1,19.04,0.00,0.01,-0.00,1.98,1751996220.22,144,0.092,0.026,0.031,0.158
89,9.566,6.514,10.280,1.227,0.715,0.057,50.536,58,48,43,13.91,4.97,0.00,5.63,none,0,0,1,19.38,0.00,0.01,-0.00,1.98,1751996220.38,149,0.117,0.027,0.036,0.178
90,10.493,7.439,10.057,0.926,0.926,-0.222,61.080,50,52,46,9.81,3.43,0.00,1.40,dodge_right,0,1,1,20.37,0.00,-0.33,-0.00,0.95,1751996220.56,148,0.123,0.023,0.034,0.715
91,11.542,8.230,10.762,1.049,0.791,0.704,76.619,51,58,38,9.70,3.39,0.00,17.96,none,0,1,0,20.37,0.00,-0.34,-0.00,0.93,1751996221.27,147,0.105,0.027,0.032,0.056
92,11.772,8.750,11.227,0.230,0.520,0.466,68.865,14,103,29,7.40,2.52,0.00,12.85,none,0,1,0,20.41,0.00,-0.41,-0.30,0.35,1751996221.33,146,0.100,0.024,0.032,0.078
93,12.447,9.589,12.134,0.674,0.838,0.906,90.546,13,112,14,6.67,2.25,0.00,5.90,none,0,1,0,20.43,0.01,-0.42,-0.71,0.17,1751996221.40,139,0.101,0.026,0.040,0.169
94,13.056,10.311,12.656,0.610,0.722,0.523,103.289,33,92,24,7.14,2.43,0.00,6.09,none,0,1,0,20.44,0.05,-0.42,-0.89,0.28,1751996221.57,149,0.098,0.028,0.035,0.164
95,13.388,11.032,13.000,0.332,0.722,0.344,68.922,38,81,24,7.64,2.62,0.00,6.04,none,0,1,0,20.44,0.10,-0.42,-0.96,0.41,1751996221.74,143,0.104,0.024,0.034,0.166
96,13.609,11.543,13.537,0.221,0.511,0.537,72.674,35,82,28,8.11,2.79,0.00,6.01,none,0,1,0,20.44,0.18,-0.42,-0.99,0.53,1751996221.90,145,0.105,0.028,0.032,0.166
97,13.852,11.989,13.957,0.243,0.446,0.420,73.574,29,80,39,8.49,2.93,0.00,5.85,none,0,1,0,20.44,0.27,-0.42,-0.99,0.62,1751996222.07,148,0.110,0.025,0.033,0.171
98,14.127,12.496,14.178,0.274,0.507,0.221,74.313,31,55,61,8.81,3.05,0.00,5.56,none,0,1,0,20.44,0.38,-0.42,-1.00,0.70,1751996222.24,147,0.113,0.027,0.035,0.180
99,14.293,13.022,14.182,0.166,0.526,0.004,69.509,33,41,73,9.06,3.15,0.00,5.33,none,0,1,0,20.44,0.50,-0.41,-0.99,0.77,1751996222.42,147,0.121,0.030,0.033,0.188
100,13.859,13.601,13.877,-0.434,0.579,-0.305,52.578,46,32,71,9.28,3.23,0.00,4.98,none,0,1,0,20.44,0.65,-0.41,-0.99,0.82,1751996222.61,149,0.140,0.026,0.032,0.201
101,13.619,14.177,13.643,-0.240,0.575,-0.234,84.649,54,43,51,9.44,3.29,0.00,5.38,none,0,1,0,20.44,0.80,-0.41,-0.99,0.86,1751996222.81,148,0.111,0.029,0.037,0.186
102,13.773,14.776,13.459,0.154,0.599,-0.184,73.423,44,32,72,9.55,3.33,0.00,5.75,none,0,1,0,20.44,0.94,-0.40,-0.99,0.89,1751996222.99,148,0.111,0.026,0.034,0.174
